Cruise,year,month,day,D/N,tow,net,ID,Station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
OC473,2011,8,18,D,9,6,9.06,13,41.0009,-52.0001,230.333912,800.833,82,380.8,51.9,102.2,19.30162245,36.59387755,100,50,1323,19.59870196,36.63171373,0.554,0.554,191.8875686,1E-12,2100.888764,2399.75143,2.53118011,7.993064905,0.017864312,2.19271624,0.234856204
OC473,2011,8,18,D,9,7,9.07,13,41.0035,-51.9981,230.338461,807.384,60,306.7,26.3,52.2,21.52245122,36.24702439,50,25,1323,22.90952308,36.01575385,0.1832,0.1832,208.1585,1E-12,2062.472908,2383.660953,2.073611529,8.037077379,0,0.073405376,0.288191491
OC473,2011,8,18,D,9,8,9.08,13,41.0057,-51.9963,230.342269,812.867,47,293,0.7,25.8,23.89391358,35.66525926,25,0,1323,23.96646364,35.70949545,0.094109091,0.094109091,205.9632727,1E-12,2031.985309,2358.0347,1.741837544,8.058671939,0,0,0.256455221
OC473,2011,8,18,D,9,9,9.09,13,41.008,-51.9943,230.34603,818.283,4,27.2,0.6,1.1,24.19633333,35.51633333,0,0,1323,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2029.58241,2354.606936,1.648964786,8.05838789,0,0,0.060253649
OC473,2011,8,19,N,10,0,10,17,42.9874,-47.7762,231.87125,2054.6,429,2980.5,1.7,1006.3,5.38346493,34.59407816,1000,0,1730,4.342034203,34.62404213,0.132193982,0.132193982,263.3007623,1E-12,2120.515561,2284.353509,9.149386997,7.743370402,0.607538253,11.85009717,1.008034361
OC473,2011,8,19,N,10,1,10.01,17,43.0242,-47.7695,231.917627,2201.383,230,1099.1,800.1,995,4.085705882,34.88705536,1000,800,1730,4.102893532,34.92311592,0.022529353,0.022529353,263.955801,1E-12,2138.193726,2309.223768,12.66756837,7.716781346,0.748626573,19.00018215,0.702558212
OC473,2011,8,19,N,10,2,10.02,17,43.0349,-47.7571,231.931053,2220.716,258,1116.5,599.9,799.5,4.443216783,34.91901399,800,600,1730,4.465378607,34.95089254,0.020426866,0.020426866,257.0951343,1E-12,2137.481878,2311.771019,11.66202798,7.716170395,0.778892351,16.36801842,0.522338356
OC473,2011,8,19,N,10,3,10.03,17,43.0449,-47.7449,231.94434,2239.85,272,1159.8,387.3,599.2,4.784758503,34.90896259,600,400,1730,4.75961791,34.94316318,0.023500995,0.023500995,253.8291343,1E-12,2149.464997,2309.838989,11.90084048,7.711802032,0.791305147,16.34996018,1.047488538
OC473,2011,8,19,N,10,4,10.04,17,43.0569,-47.7317,231.957998,2259.517,293,1240.5,201.6,387,4.678522293,34.73565924,400,200,1730,4.728528358,34.75584478,0.027173134,0.027173134,244.5697761,1E-12,2150.953294,2301.794812,12.21733566,7.691228249,0.79876916,15.72793473,1.268476754
OC473,2011,8,19,N,10,5,10.05,17,43.0715,-47.7175,231.972593,2320.534,133,608.1,101.9,201.4,2.587292208,34.10637662,200,100,1730,2.906686139,34.05959406,0.06459604,0.06459604,282.8308713,1E-12,2138.714677,2286.553329,8.939053928,7.728382034,0.620527824,11.03397019,0.872069368
OC473,2011,8,19,N,10,6,10.06,17,43.0793,-47.7101,231.979745,2330.833,74,382.5,48.5,102.3,2.13540404,33.49413131,100,50,1730,1.328554902,33.3227098,0.379705882,0.379705882,315.9536863,1E-12,2119.126954,2278.648463,6.519360678,7.764184523,0.50476169,7.947297263,1.043980702
OC473,2011,8,19,N,10,7,10.07,17,43.0845,-47.7048,231.984352,2337.467,35,185.7,24.2,47.7,3.70178,32.7328,50,25,1730,2.967280769,32.85846538,2.729769231,2.729769231,335.9924231,1E-12,2063.322069,2228.497392,3.76371444,7.797063891,0.242782773,2.578727183,1.318867544
OC473,2011,8,19,N,10,8,10.08,17,43.0872,-47.7022,231.986667,2340.8,73,397.2,-1.8,24.3,13.19815094,32.14862264,25,0,1730,13.24667273,32.31582727,0.904909091,0.904909091,278.9251364,1E-12,1989.984708,2202.485313,1.470257665,7.908477578,0.087011715,0,1.198889474
OC473,2011,8,19,N,10,9,10.09,17,43.0925,-47.696,231.991597,2347.9,3,23.7,-1.8,-1,17.48257143,32.04757143,0,0,1730,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,1956.5894,2183.624214,1.321767019,7.931919674,0.120309115,0,0.958042105
OC473,2011,8,20,D,11,0,11,17,43.1032,-47.6398,232.210926,503.733,191,1476.4,1.6,1011.5,5.723422374,34.58556279,1000,0,1731,4.391943531,34.64018445,0.146907723,0.146907723,262.5272578,1E-12,2120.515561,2284.353509,9.149386997,7.743370402,0.607538253,11.85009717,1.008034361
OC473,2011,8,20,D,11,1,11.01,17,43.0904,-47.6117,232.251632,602.35,162,1043.5,800.3,999,4.193780255,34.89206051,1000,800,1731,4.179300995,34.92954179,0.020857711,0.020857711,262.8533433,1E-12,2138.193726,2309.223768,12.66756837,7.716781346,0.748626573,19.00018215,0.702558212
OC473,2011,8,20,D,11,2,11.02,17,43.0862,-47.6027,232.266215,623.35,156,923.6,598.4,799.8,4.557531599,34.91868401,800,600,1731,4.483542786,34.94858458,0.022518408,0.022518408,257.1763383,1E-12,2137.481878,2311.771019,11.66202798,7.716170395,0.778892351,16.36801842,0.522338356
OC473,2011,8,20,D,11,3,11.03,17,43.0821,-47.5952,232.278715,641.35,178,1064.4,400,598,5.095270627,34.93483828,600,400,1731,4.847639801,34.95254129,0.022849254,0.022849254,250.4928706,1E-12,2149.464997,2309.838989,11.90084048,7.711802032,0.791305147,16.34996018,1.047488538
OC473,2011,8,20,D,11,4,11.04,17,43.0775,-47.5876,232.292789,701.616,187,1006,200.8,399.4,5.240970696,34.64723443,400,200,1731,4.809081592,34.78714328,0.031018905,0.031018905,243.5870647,1E-12,2150.953294,2301.794812,12.21733566,7.691228249,0.79876916,15.72793473,1.268476754
OC473,2011,8,20,D,11,5,11.05,17,43.073,-47.5802,232.305475,719.884,119,602,101.6,200.2,11.68123718,35.40223718,200,100,1731,2.575909901,34.0972505,0.047792079,0.047792079,287.248396,1E-12,2138.714677,2286.553329,8.939053928,7.728382034,0.620527824,11.03397019,0.872069368
OC473,2011,8,20,D,11,6,11.06,17,43.0703,-47.5756,232.312731,730.333,93,459.5,50.8,101,12.60967521,35.37341026,100,50,1731,1.741441176,33.45000588,0.351319608,0.351319608,314.0014314,1E-12,2119.126954,2278.648463,6.519360678,7.764184523,0.50476169,7.947297263,1.043980702
OC473,2011,8,20,D,11,7,11.07,17,43.0678,-47.5723,232.31816,738.15,72,373,26,51.1,9.106867347,33.96512245,50,25,1731,4.114942308,32.77681923,3.28755,3.28755,331.4530769,1E-12,2063.322069,2228.497392,3.76371444,7.797063891,0.242782773,2.578727183,1.318867544
OC473,2011,8,20,D,11,8,11.08,17,43.0658,-47.5696,232.32272,744.717,93,524.4,-1.3,26.2,16.78493617,32.85368085,25,0,1731,12.21505,32.25138636,0.980945455,0.980945455,283.9613636,1E-12,1989.984708,2202.485313,1.470257665,7.908477578,0.087011715,0,1.198889474
OC473,2011,8,20,D,11,9,11.09,17,43.0635,-47.5673,232.329271,754.15,4,31,-0.8,0.3,19.95116667,32.5355,0,0,1731,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,1956.5894,2183.624214,1.321767019,7.931919674,0.120309115,0,0.958042105
OC473,2011,8,21,N,12,0,12,21,44.9322,-41.9958,233.877211,2103.184,276,2054.2,12,1007.4,9.982048588,35.26146667,1000,0,2136,9.702727583,35.26433942,0.079331394,0.079331394,204.1725196,1E-12,2128.734795,2336.557505,6.988781103,7.844123071,0.45484712,10.31131057,0
OC473,2011,8,21,N,12,1,12.01,21,44.9051,-41.9655,233.918322,2202.384,219,1214.9,799.9,1000.8,5.253570175,34.96569006,1000,800,2136,5.070397015,34.98938259,0.019482587,0.019482587,237.7638109,1E-12,2165.798091,2312.718802,12.14276499,7.711343471,0.797703416,16.84018255,0
OC473,2011,8,21,N,12,2,12.02,21,44.8964,-41.9557,233.934213,2225.267,209,1109.4,601.2,798.6,6.754782895,35.01955921,800,600,2136,6.28869204,35.03331791,0.01998408,0.01998408,203.0000846,1E-12,2177.994977,2313.383402,13.35408668,7.698172722,0.932111814,18.55058196,0
OC473,2011,8,21,N,12,3,12.03,21,44.8877,-41.9471,233.948345,2245.617,200,1098.9,401.1,600,8.833456954,35.03629139,600,400,2136,8.720725871,35.12076766,0.021979104,0.021979104,175.9216517,1E-12,2168.09226,2316.037829,11.64726236,7.723671305,0.848085022,17.36869898,0
OC473,2011,8,21,N,12,4,12.04,21,44.8785,-41.9389,233.962373,2305.817,240,1330.2,202.4,399.8,12.88904494,35.57928371,400,200,2136,12.48620647,35.54971393,0.017671144,0.017671144,191.7113731,1E-12,2142.030221,2343.952647,6.673490145,7.837677775,0.459287792,11.041591,0
OC473,2011,8,21,N,12,5,12.05,21,44.8677,-41.9308,233.978912,2329.633,99,586.2,102.7,202.5,14.66604403,35.86925786,200,100,2136,14.2625099,35.80640693,0.092294059,0.092294059,205.9693663,1E-12,2128.551094,2357.544441,4.81293727,7.89227177,0.219384218,7.853002966,0
OC473,2011,8,21,N,12,6,12.06,21,44.8629,-41.9273,233.986296,2340.266,64,391.4,51.1,102.4,16.08798148,36.01265741,100,50,2136,16.0784451,35.98402745,0.724388235,0.724388235,209.2668824,1E-12,2116.690288,2366.373747,3.076810343,7.928516554,0.13551294,4.636729988,0
OC473,2011,8,21,N,12,7,12.07,21,44.8595,-41.9249,233.991319,2347.499,38,243.3,24.6,49.9,18.98042029,35.88843478,50,25,2136,18.02967692,35.14166154,0.557153846,0.557153846,244.7841923,1E-12,2054.005966,2336.650589,2.284698529,7.995220244,0.113959714,0.735954698,0
OC473,2011,8,21,N,12,8,12.08,21,44.8574,-41.9234,233.994525,2352.116,46,287.3,0.4,24.5,22.3612125,34.79045,25,0,2136,22.22440455,34.59324545,0.184740909,0.184740909,212.7458182,1E-12,2011.411417,2310.519151,2.150998454,8.032463751,0.112230968,0.495143739,0
OC473,2011,8,21,N,12,9,12.09,21,44.855,-41.922,233.998241,2357.467,3,20.6,0.4,1.7,22.4622,34.72,0,0,2136,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2009.065331,2309.962278,1.573274351,8.033822119,0.118340269,0,0
OC473,2011,8,22,D,13,0,13,21,45.0127,-42.0055,234.210069,502.499,541,3643.3,2.3,1007.9,10.29177217,35.17967217,1000,0,2136,9.702727583,35.26433942,0.079331394,0.079331394,204.1725196,1E-12,2128.734795,2336.557505,6.988781103,7.844123071,0.45484712,10.31131057,0
OC473,2011,8,22,D,13,1,13.01,21,45.0251,-41.9384,234.263507,619.45,310,1507.2,808.4,1002,5.031941026,34.94925897,1000,800,2136,5.070397015,34.98938259,0.019482587,0.019482587,237.7638109,1E-12,2165.798091,2312.718802,12.14276499,7.711343471,0.797703416,16.84018255,0
OC473,2011,8,22,D,13,2,13.02,21,45.0215,-41.916,234.28162,645.533,222,1030.2,600.7,807.8,6.304170455,34.9929053,800,600,2136,6.28869204,35.03331791,0.01998408,0.01998408,203.0000846,1E-12,2177.994977,2313.383402,13.35408668,7.698172722,0.932111814,18.55058196,0
OC473,2011,8,22,D,13,3,13.03,21,45.0182,-41.9008,234.293889,703.2,248,1201.1,401.6,599.6,8.630587662,35.07289286,600,400,2136,8.720725871,35.12076766,0.021979104,0.021979104,175.9216517,1E-12,2168.09226,2316.037829,11.64726236,7.723671305,0.848085022,17.36869898,0
OC473,2011,8,22,D,13,4,13.04,21,45.0141,-41.8819,234.308206,723.817,230,1132.2,201,400.7,12.17901375,35.47576976,400,200,2136,12.48620647,35.54971393,0.017671144,0.017671144,191.7113731,1E-12,2142.030221,2343.952647,6.673490145,7.837677775,0.459287792,11.041591,0
OC473,2011,8,22,D,13,5,13.05,21,45.0106,-41.8634,234.321725,743.284,123,618.5,101.1,200.6,14.06205063,35.7576962,200,100,2136,14.2625099,35.80640693,0.092294059,0.092294059,205.9693663,1E-12,2128.551094,2357.544441,4.81293727,7.89227177,0.219384218,7.853002966,0
OC473,2011,8,22,D,13,6,13.06,21,45.0084,-41.8529,234.329063,753.851,86,441.1,51.7,100.8,15.70570175,36.00492982,100,50,2136,16.0784451,35.98402745,0.724388235,0.724388235,209.2668824,1E-12,2116.690288,2366.373747,3.076810343,7.928516554,0.13551294,4.636729988,0
OC473,2011,8,22,D,13,7,13.07,21,45.0066,-41.8452,234.334363,801.483,85,451.5,26,51.6,17.30728696,35.27084348,50,25,2136,18.02967692,35.14166154,0.557153846,0.557153846,244.7841923,1E-12,2054.005966,2336.650589,2.284698529,7.995220244,0.113959714,0.735954698,0
OC473,2011,8,22,D,13,8,13.08,21,45.0047,-41.8374,234.339699,809.167,95,522.8,0.1,25.8,21.64193431,34.40946715,25,0,2136,22.22440455,34.59324545,0.184740909,0.184740909,212.7458182,1E-12,2011.411417,2310.519151,2.150998454,8.032463751,0.112230968,0.495143739,0
OC473,2011,8,22,D,13,9,13.09,21,45.0019,-41.829,234.346076,818.349,4,30,0.5,2.1,21.903375,34.37975,0,0,2136,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2009.065331,2309.962278,1.573274351,8.033822119,0.118340269,0,0
OC473,2011,8,22,D,14,0,14,26,47.5121,-42.0298,235.358634,836.433,304,2354.3,11.2,1012.9,8.715157464,35.22201227,1000,0,2642,9.206498395,35.27236349,0.074250451,0.074250451,224.5165356,4.749426857,2124.866686,2327.452493,6.393544751,7.842876822,0.44727367,9.918708328,0.027672343
OC473,2011,8,22,D,14,1,14.01,26,47.5372,-42.0224,235.404919,943.083,178,1024.1,801.7,997.5,4.837716312,34.91955674,1000,800,2642,4.819778607,34.95513234,0.022732836,0.022732836,247.5551244,1E-12,2164.381197,2306.723421,11.40943969,7.71472615,0.963012294,16.57913719,0
OC473,2011,8,22,D,14,2,14.02,26,47.5441,-42.0191,235.418021,1001.95,216,1122.9,601.1,801.3,6.245405316,34.941701,800,600,2642,6.147050249,34.9769194,0.023868657,0.023868657,206.9521542,1E-12,2176.705906,2307.040088,12.60142306,7.697353509,0.984844891,18.09729157,0
OC473,2011,8,22,D,14,3,14.03,26,47.5512,-42.0154,235.432014,1022.1,240,1234.3,400.6,600.8,10.18135032,35.26834713,600,400,2642,9.833979602,35.26293532,0.016448259,0.016448259,205.0800647,1E-12,2153.598013,2324.239094,9.002813623,7.781656913,0.665485944,14.3851675,0.147585831
OC473,2011,8,22,D,14,4,14.04,26,47.5583,-42.013,235.446597,1043.1,233,1138.4,201.1,399.8,12.0783391,35.57652249,400,200,2642,12.06075771,35.60580249,0.009994527,0.009994527,233.8386667,0.006727248,2127.400381,2338.58115,5.509652721,7.862006184,0.344625264,9.278250738,0
OC473,2011,8,22,D,14,5,14.05,26,47.5652,-42.0091,235.460035,1102.45,143,674.7,102.2,199.7,12.40931073,35.60911299,200,100,2642,12.43568317,35.65169307,0.015850495,0.015850495,231.4935941,0.627171287,2126.788491,2340.128865,4.964063538,7.862389797,0.331129741,9.308387357,0
OC473,2011,8,22,D,14,6,14.06,26,47.5699,-42.0067,235.468252,1114.283,92,468.5,49.6,101.9,12.86101667,35.598225,100,50,2642,12.77792745,35.6282451,0.207590196,0.207590196,219.7013333,6.001176471,2105.487852,2341.35067,3.661036346,7.907970202,0.194525074,6.017229072,0
OC473,2011,8,22,D,14,7,14.07,26,47.5727,-42.0051,235.473831,1122.317,67,361.5,26,49.2,14.95615464,35.49680412,50,25,2642,14.34372308,35.58884615,1.411615385,1.411615385,232.2975385,34.8,2058.60888,2325.395569,1.848570696,7.980367956,0,0.641609979,0
OC473,2011,8,22,D,14,8,14.08,26,47.5753,-42.0031,235.478333,1128.8,87,540,0.1,26.3,16.70522449,35.03863946,25,0,2642,16.88344545,35.01340909,0.595009091,0.595009091,236.7113636,161.3045455,2040.283391,2309.381129,1.60590048,7.986202301,0,0,0
OC473,2011,8,22,D,14,9,14.09,26,47.5764,-41.9995,235.485162,1138.633,3,21.7,0.2,1.1,17.46483333,34.81016667,0,0,2642,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2038.633675,2306.477395,1.760155461,7.981652258,0,0,0
OC473,2011,8,23,N,15,0,15,26,47.4902,-41.986,235.800868,1913.25,284,2076.4,0.8,1011.5,8.890234555,35.12637592,1000,0,2642,9.206498395,35.27236349,0.074250451,0.074250451,224.5165356,4.749426857,2124.866686,2327.452493,6.393544751,7.842876822,0.44727367,9.918708328,0.027672343
OC473,2011,8,23,N,15,1,15.01,26,47.463,-41.9651,235.845266,2017.183,178,983.3,800.4,1001.3,4.680938182,34.91330909,1000,800,2642,4.819778607,34.95513234,0.022732836,0.022732836,247.5551244,1E-12,2164.381197,2306.723421,11.40943969,7.71472615,0.963012294,16.57913719,0
OC473,2011,8,23,N,15,2,15.02,26,47.4518,-41.9648,235.858044,2035.583,223,1139.2,601.2,799.9,5.401940984,34.88108852,800,600,2642,6.147050249,34.9769194,0.023868657,0.023868657,206.9521542,1E-12,2176.705906,2307.040088,12.60142306,7.697353509,0.984844891,18.09729157,0
OC473,2011,8,23,N,15,3,15.03,26,47.4393,-41.9651,235.872211,2055.984,225,1135.8,400.5,600.2,8.226085246,35.0195082,600,400,2642,9.833979602,35.26293532,0.016448259,0.016448259,205.0800647,1E-12,2153.598013,2324.239094,9.002813623,7.781656913,0.665485944,14.3851675,0.147585831
OC473,2011,8,23,N,15,4,15.04,26,47.4267,-41.9661,235.886389,2116.4,185,980.4,201.6,399.7,11.26013127,35.41274517,400,200,2642,12.06075771,35.60580249,0.009994527,0.009994527,233.8386667,0.006727248,2127.400381,2338.58115,5.509652721,7.862006184,0.344625264,9.278250738,0
OC473,2011,8,23,N,15,5,15.05,26,47.4154,-41.9667,235.898426,2133.733,112,621.3,100.2,201.3,12.03137423,35.42688957,200,100,2642,12.43568317,35.65169307,0.015850495,0.015850495,231.4935941,0.627171287,2126.788491,2340.128865,4.964063538,7.862389797,0.331129741,9.308387357,0
OC473,2011,8,23,N,15,6,15.06,26,47.4078,-41.9675,235.905995,2144.633,56,304.6,50.2,100.1,12.77546835,35.44726582,100,50,2642,12.77792745,35.6282451,0.207590196,0.207590196,219.7013333,6.001176471,2105.487852,2341.35067,3.661036346,7.907970202,0.194525074,6.017229072,0
OC473,2011,8,23,N,15,7,15.07,26,47.4044,-41.9675,235.909664,2149.916,36,190.6,25.6,49.6,14.08833333,34.94623529,50,25,2642,14.34372308,35.58884615,1.411615385,1.411615385,232.2975385,34.8,2058.60888,2325.395569,1.848570696,7.980367956,0,0.641609979,0
OC473,2011,8,23,N,15,8,15.08,26,47.402,-41.9678,235.912037,2153.333,60,333.5,1,25.4,15.9556092,34.83624138,25,0,2642,16.88344545,35.01340909,0.595009091,0.595009091,236.7113636,161.3045455,2040.283391,2309.381129,1.60590048,7.986202301,0,0,0
OC473,2011,8,23,N,15,9,15.09,26,47.3981,-41.9677,235.916076,2159.149,4,23.8,-0.3,0.6,16.40857143,34.82,0,0,2642,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2038.633675,2306.477395,1.760155461,7.981652258,0,0,0
OC473,2011,8,25,N,16,0,16,31,49.9927,-41.9898,236.960116,2302.567,151,864.9,0.7,1012.3,6.531331157,34.62066698,1000,0,3048,8.469732497,35.2117007,0.06814333,0.06814333,221.4825386,0.068998753,2126.17032,2317.564233,7.210059822,7.823444208,0.499553616,10.89971178,0.614167295
OC473,2011,8,25,N,16,1,16.01,31,50.0246,-41.9105,237.012824,18.47,285,1241.6,801.4,1000.7,4.250246057,34.88992744,1000,800,3048,4.58878607,34.95492637,0.02110995,0.02110995,251.3388955,1E-12,2158.021133,2300.885803,11.96672183,7.721919877,0.818581725,16.86282616,1.083939111
OC473,2011,8,25,N,16,2,16.02,31,50.0327,-41.8893,237.027558,39.68,246,992.9,600.8,800.4,4.725333333,34.91743254,800,600,3048,5.320513433,34.97912537,0.023838806,0.023838806,229.6237761,1E-12,2163.109382,2302.267669,12.71241143,7.713774465,0.929816236,17.66253726,0.81781941
OC473,2011,8,25,N,16,3,16.03,31,50.0379,-41.8703,237.039259,56.53,365,1510.8,400.5,600.4,5.776568063,34.89412304,600,400,3048,7.538709453,35.04149055,0.026649751,0.026649751,187.1615124,1E-12,2168.85158,2301.328313,12.94805697,7.695878378,0.970952023,18.30995492,0.804035026
OC473,2011,8,25,N,16,4,16.04,31,50.0476,-41.8425,237.057014,122.1,239,1122.9,199.9,400.4,9.403164286,35.14590357,400,200,3048,11.30432189,35.46500398,0.020016915,0.020016915,218.9921542,1E-12,2143.999726,2318.387578,8.649940904,7.791524883,0.66776779,13.69959768,0.921121207
OC473,2011,8,25,N,16,5,16.05,31,50.0532,-41.8216,237.070023,140.83,121,629.3,101.5,199.6,11.83470701,35.39881529,200,100,3048,12.63062277,35.62577228,0.021869307,0.021869307,217.5521089,0.000138679,2128.306225,2336.030445,5.423769425,7.855397352,0.34189367,9.909118232,0.545861617
OC473,2011,8,25,N,16,6,16.06,31,50.0564,-41.8101,237.077315,151.33,55,318.5,51.4,100.3,11.6943012,35.20824096,100,50,3048,13.7541902,35.7755902,0.187072549,0.187072549,214.1588627,0.064422549,2127.869767,2346.347466,4.632203438,7.88052137,0.296424127,8.573773639,0.16995335
OC473,2011,8,25,N,16,7,16.07,31,50.058,-41.8042,237.081169,156.88,29,188.5,25.8,50.9,12.40624528,35.16011321,50,25,3048,14.79506538,35.83843077,1.212915385,1.212915385,227.8073077,0.523730769,2121.455381,2349.458379,4.026706634,7.894041592,0.268471138,7.085426886,0.136708658
OC473,2011,8,25,N,16,8,16.08,31,50.059,-41.8007,237.083634,200.43,39,269.6,0.2,25.7,16.41669231,34.45039744,25,0,3048,17.25645455,35.03387727,0.371959091,0.371959091,238.2057273,2.418636364,2054.608124,2297.519051,2.31355456,7.93730629,0.119747797,2.072514969,0.48229128
OC473,2011,8,25,N,16,9,16.09,31,50.0603,-41.7953,237.087257,205.65,5,39.1,0.1,1.2,15.9156,32.4632,0,0,3048,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,1991.888822,2213.123552,1.598169742,7.933958998,0.078850788,0,0.871821762
OC473,2011,8,25,D,17,0,17,31,50.0912,-41.7312,237.331551,757.433,239,1777.9,5.1,1013.2,8.552481441,35.07721834,1000,0,3151,8.060772317,35.12122879,0.08712006,0.08712006,224.9930752,3.018874725,2126.17032,2317.564233,7.210059822,7.823444208,0.499553616,10.89971178,0.614167295
OC473,2011,8,25,D,17,1,17.01,31,50.081,-41.7227,237.374109,858.717,88,605.3,798.3,1000.4,4.537909605,34.92016949,1000,800,3151,4.588768159,34.95841791,0.021597015,0.021597015,251.2437114,1E-12,2158.021133,2300.885803,11.96672183,7.721919877,0.818581725,16.86282616,1.083939111
OC473,2011,8,25,D,17,2,17.02,31,50.0769,-41.7228,237.382338,910.567,171,1056.4,600.5,797.1,5.198604167,34.93177431,800,600,3151,5.128650746,34.97022637,0.023509453,0.023509453,235.8334229,1E-12,2163.109382,2302.267669,12.71241143,7.713774465,0.929816236,17.66253726,0.81781941
OC473,2011,8,25,D,17,3,17.03,31,50.0712,-41.7238,237.395718,929.834,241,1207.7,401,599.5,6.857224026,34.94131494,600,400,3151,6.497559204,34.94946567,0.025911443,0.025911443,201.6704129,1E-12,2168.85158,2301.328313,12.94805697,7.695878378,0.970952023,18.30995492,0.804035026
OC473,2011,8,25,D,17,4,17.04,31,50.0661,-41.7243,237.410023,950.433,334,1596.1,200.7,400.7,10.81993367,35.3615051,400,200,3151,10.80285771,35.39201244,0.018456219,0.018456219,210.0227562,0.001921994,2143.999726,2318.387578,8.649940904,7.791524883,0.66776779,13.69959768,0.921121207
OC473,2011,8,25,D,17,5,17.05,31,50.0617,-41.7242,237.428241,1016.667,183,915.1,101.1,199.7,12.50912217,35.55428507,200,100,3151,12.43206337,35.5815604,0.024414851,0.024414851,216.9839604,0.325148317,2128.306225,2336.030445,5.423769425,7.855397352,0.34189367,9.909118232,0.545861617
OC473,2011,8,25,D,17,6,17.06,31,50.0601,-41.7253,237.438507,1031.45,97,514.6,50.5,100.5,13.59393548,35.69285484,100,50,3151,14.13778824,35.83759412,0.313007843,0.313007843,215.8725686,4.159411765,2127.869767,2346.347466,4.632203438,7.88052137,0.296424127,8.573773639,0.16995335
OC473,2011,8,25,D,17,7,17.07,31,50.0604,-41.7278,237.444271,1039.75,71,389.5,26.2,51,14.80352128,35.63659574,50,25,3151,13.86369615,35.11732308,1.692207692,1.692207692,254.6345385,22.72230769,2121.455381,2349.458379,4.026706634,7.894041592,0.268471138,7.085426886,0.136708658
OC473,2011,8,25,D,17,8,17.08,31,50.0634,-41.7307,237.448634,1046.033,88,522.8,0.6,26.3,16.04918462,34.23699231,25,0,3151,15.50430455,33.34113182,0.382618182,0.382618182,260.406,101.7863636,2054.608124,2297.519051,2.31355456,7.93730629,0.119747797,2.072514969,0.48229128
OC473,2011,8,25,D,17,9,17.09,31,50.0704,-41.7311,237.454676,1054.733,7,47.3,0.7,1.9,16.62977778,32.74566667,0,0,3151,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,1991.888822,2213.123552,1.598169742,7.933958998,0.078850788,0,0.871821762
OC473,2011,8,26,N,18,0,18,32,49.1102,-44.2784,238.02,28.8,232,1760.6,3.8,1012,4.842119701,34.70983666,1000,0,2947,8.52690743,35.18643293,0.087798293,0.090032798,220.9817108,3.783945242,2137.037683,2286.55173,9.040920172,7.736374668,0.705794733,13.37407689,0.648879618
OC473,2011,8,26,N,18,1,18.01,32,49.0872,-44.294,238.057269,122.47,140,923.7,798.4,998.4,3.832373134,34.86874254,1000,800,2947,4.610352773,34.94843101,0.020966161,0.032049751,253.4153468,0.018825598,2154.812194,2301.354118,9.964110699,7.717267817,0.76018024,14.7764618,0.97301536
OC473,2011,8,26,N,18,2,18.02,32,49.083,-44.3011,238.069711,140.38,116,677.6,599.8,796.7,4.043467391,34.88198913,800,600,2947,5.423132836,34.96130597,0.023446766,0.023446766,227.7375174,1E-12,2146.975424,2301.728825,9.824552344,7.720214892,0.770845175,15.12609406,1.284380275
OC473,2011,8,26,N,18,3,18.03,32,49.0802,-44.3083,238.078264,152.7,164,895.9,400.7,599.2,4.166762712,34.87711441,600,400,2947,7.863734328,35.02848756,0.024476119,0.024476119,190.3090348,1E-12,2150.495016,2300.574202,10.21271933,7.7233563,0.7825915,15.24279537,1.069668219
OC473,2011,8,26,N,18,4,18.04,32,49.0788,-44.3185,238.089225,208.48,229,1193.9,202.5,399.4,4.524627451,34.87630065,400,200,2947,11.28633234,35.44835622,0.016931841,0.016931841,214.5332736,0.001336125,2153.693128,2297.616136,10.24407911,7.715143844,0.807711174,15.42634065,0.94455466
OC473,2011,8,26,N,18,5,18.05,32,49.0781,-44.3329,238.103449,228.967,126,667.2,102.7,202.4,4.941295858,34.82239053,200,100,2947,12.40339802,35.55822673,0.030279208,0.030279208,212.2208416,0.254519802,2164.827864,2297.689748,10.71067004,7.705240137,0.887703023,16.69585985,0.608718409
OC473,2011,8,26,N,18,6,18.06,32,49.0787,-44.3407,238.111296,240.266,75,415.3,50,101.9,3.685603774,34.46334906,100,50,2947,13.65361373,35.71976667,0.261172549,0.261172549,215.2768431,3.113294118,2144.322218,2276.203245,9.337215444,7.709561064,0.711471303,13.78281935,0.09016609
OC473,2011,8,26,N,18,7,18.07,32,49.0795,-44.3453,238.116227,247.367,58,345.5,25.3,49.1,7.042,33.86774194,50,25,2947,14.85832308,35.73450769,1.788115385,1.788115385,238.0334231,27.70115385,2078.959512,2255.687374,4.753495704,7.815490694,0.300394424,5.744019755,0.126978504
