Cruise_moc_net,Cruise,year,month,day,D_N,tow,net,ID,station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
NH1208_m6_n11,NH1208,2012,9,1,N,6,11,6.11,3,48.9405,-148.834,245.156944,345.999,70,420.8,1.6,24.7,12.65563,32.4077,25,0,307,12.4880636363636,32.4544227272727,1.76433636363636,1.76433636363636,272.754772727273,3.89681818181818,2021.15,2193.2,16.512,7.84075,,,
NH1208_m6_n12,NH1208,2012,9,1,N,6,12,6.12,3,48.9411,-148.8384,245.161597,352.7,13,64.3,-1.5,1,12.9466428571429,30.2765357142857,0,0,307,12.9616,32.4257,1.6399,1.6399,266.94,15,2020,2192.6,16.512,7.8425,,,
NH1208_m7_n0,NH1208,2012,9,2,D,7,0,7,7,46.9989,-144.7368,246.375428,900.616,308,2373.2,4,1012.6,5.07180276816609,33.7750069204152,1000,0,711,4.60843851554664,33.893518555667,0.228853360080241,0.228853360080241,96.8619859578735,53.3293079237713,2191.1,2282.17333333333,71.1392,7.52009333333333,,,
NH1208_m7_n1,NH1208,2012,9,2,D,7,1,7.01,7,46.9974,-144.776,246.415718,958.634,197,1195.6,796.8,1001.5,3.17209677419355,34.2993870967742,1000,800,711,3.18031890547264,34.3197253731343,0.168851741293532,0.168851741293532,21.0387263681592,1.86064676616915,2351.9,2371.9,141.384,7.3071,,,
NH1208_m7_n2,NH1208,2012,9,2,D,7,2,7.02,7,46.9969,-144.7901,246.430116,1019.367,178,1046.9,600.9,795.7,3.60688212927757,34.2096349809886,800,600,711,3.64785572139303,34.2192741293532,0.153674129353234,0.153674129353234,29.5470447761194,1.81074626865672,2329.93333333333,2353.7,126.592,7.3085,,,
NH1208_m7_n3,NH1208,2012,9,2,D,7,3,7.03,7,46.9968,-144.8026,246.442338,1036.967,196,1095.3,400.7,599.9,4.08731086142322,34.0557827715356,600,400,711,4.07605323383085,34.0643492537313,0.150090049751244,0.150090049751244,52.9224029850747,1.77278606965174,2298.13333333333,2327.03333333333,104.576,7.3222,,,
NH1208_m7_n4,NH1208,2012,9,2,D,7,4,7.04,7,46.9969,-144.8165,246.454745,1054.833,243,1332.6,201.5,400.1,4.66253312302839,33.847665615142,400,200,711,4.72865721393035,33.8575766169154,0.150018905472637,0.150018905472637,113.988004975124,1.70034825870647,2233.3,2291.75,71.982,7.409825,,,
NH1208_m7_n5,NH1208,2012,9,2,D,7,5,7.05,7,46.9971,-144.8336,246.469479,1116.05,143,772.4,101.4,200.8,5.75480110497238,33.4214198895028,200,100,711,5.85249207920792,33.2754415841584,0.180725742574257,0.180725742574257,248.521198019802,6.57940594059406,2113.125,2240.45,35.346,7.646925,,,
NH1208_m7_n6,NH1208,2012,9,2,D,7,6,7.06,7,46.9974,-144.8434,246.477882,1128.15,74,411.4,51.7,101.1,6.08678723404255,32.7600531914894,100,50,711,6.50849803921569,32.7777039215686,0.783139215686274,0.783139215686274,302.247156862745,104.639215686275,2040.75,2210.25,23.22,7.76075,,,
NH1208_m7_n7,NH1208,2012,9,2,D,7,7,7.07,7,46.9975,-144.8484,246.482257,1134.45,44,260.1,26.8,51.2,8.39118032786885,32.6718032786885,50,25,711,10.2342615384615,32.6630538461538,1.33950384615385,1.33950384615385,295.505884615385,691.038461538462,2007.9,2204.55,20.124,7.8272,,,
NH1208_m7_n8,NH1208,2012,9,2,D,7,8,7.08,7,46.9975,-144.8515,246.485093,1138.534,46,273.1,-1.4,26.2,13.6665970149254,32.5100597014925,25,0,711,14.0248727272727,32.5323727272727,0.615440909090909,0.615440909090909,265.061590909091,1326.36363636364,1996.6,2200.7,18.576,7.8678,,,
NH1208_m7_n9,NH1208,2012,9,2,D,7,9,7.09,7,46.9975,-144.8549,246.488194,1142.999,0,0,-1.5,-1.4,13.84625,19.313,0,0,711,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2005.6,2200.8,18.576,7.8679,,,
NH1208_m8_n0,NH1208,2012,9,2,N,8,0,8,7,47.0215,-144.6109,246.859826,2038.149,327,2455.3,1.1,1019.3,5.18478489702517,33.7356109839817,1000,0,713,4.69838054162488,33.9017798395185,0.269980040120361,0.269980040120361,99.2118214643932,1.84204613841524,2191.1,2282.17333333333,71.1392,7.52009333333333,,,
NH1208_m8_n1,NH1208,2012,9,2,N,8,1,8.01,7,47.0322,-144.6463,246.90044,2136.634,165,1136.8,785,999.2,3.13844660194175,34.3072815533981,1000,800,713,3.16885572139304,34.3218517412935,0.163716417910448,0.163716417910448,21.5169850746269,1.87134328358209,2351.9,2371.9,141.384,7.3071,,,
NH1208_m8_n2,NH1208,2012,9,2,N,8,2,8.02,7,47.0353,-144.6581,246.914792,2157.3,167,1075.8,600.9,785.3,3.59414285714286,34.2091868131868,800,600,713,3.64141940298507,34.2219771144279,0.157001990049751,0.157001990049751,29.0442786069652,1.79646766169154,2329.93333333333,2353.7,126.592,7.3085,,,
NH1208_m8_n3,NH1208,2012,9,2,N,8,3,8.03,7,47.0378,-144.6681,246.927477,2215.567,75,501.4,494.6,600.3,3.9656976744186,34.1211317829457,600,500,713,4.07464455445545,34.114306930693,0.157654455445545,0.157654455445545,45.1418811881188,1.79,2298.13333333333,2327.03333333333,104.576,7.3222,,,
NH1208_m8_n4,NH1208,2012,9,2,N,8,4,8.04,7,47.038,-144.6727,246.933472,2224.2,136,943.9,300.6,493.8,4.34743697478992,33.9399117647059,500,300,713,4.34042388059702,33.9567412935323,0.159046766169154,0.159046766169154,81.0378756218905,1.74268656716418,2233.3,2291.75,71.982,7.409825,,,
NH1208_m8_n5,NH1208,2012,9,2,N,8,5,8.05,7,47.0353,-144.6807,246.944525,2240.116,191,1298.5,100.2,299.6,5.44342990654206,33.6316947040498,300,100,713,5.6210407960199,33.5751402985075,0.150600497512438,0.150600497512438,200.079308457711,1.52870646766169,2113.125,2240.45,35.346,7.646925,,,
NH1208_m8_n6,NH1208,2012,9,2,N,8,6,8.06,7,47.0293,-144.6905,246.959444,2301.599,90,610,51.1,98.7,6.73781632653061,32.7453741496599,100,50,713,6.93792156862745,32.7984294117647,0.923054901960784,0.923054901960784,301.04468627451,1.28294117647059,2040.75,2210.25,23.22,7.76075,,,
NH1208_m8_n7,NH1208,2012,9,2,N,8,7,8.07,7,47.0265,-144.6953,246.966273,2311.433,42,302.1,24.5,51.3,9.7718904109589,32.6287808219178,50,25,713,10.74595,32.65625,1.88169615384615,1.88169615384615,292.934615384615,1.29730769230769,2007.9,2204.55,20.124,7.8272,,,
NH1208_m8_n8,NH1208,2012,9,2,N,8,8,8.08,7,47.0251,-144.6976,246.969664,2316.316,80,469.3,-0.3,24.2,14.2280990990991,32.5286396396397,25,0,713,14.2283954545455,32.5433318181818,1.59637727272727,1.59637727272727,264.428545454545,7.86227272727273,1996.6,2200.7,18.576,7.8678,,,
NH1208_m8_n9,NH1208,2012,9,2,N,8,9,8.09,7,47.023,-144.7012,246.974826,2323.749,6,36.9,-0.9,0.9,14.2418148148148,30.6239629629629,0,0,713,14.2481,32.5398,1.6047,1.6047,263.248,38.1,2005.6,2200.8,18.576,7.8679,,,
NH1208_m9_n0,NH1208,2012,9,3,N,9,0,9,11,45.0476,-141.4488,247.985775,2339.516,612,4203.8,1.1,1014.3,5.9749550660793,33.7798977973568,1000,0,1117,5.55677652958877,33.6942312938816,0.220129388164494,0.220129388164494,108.820744232698,1.66251755265797,2165.29375,2268.10625,36.12,7.598690625,,,
NH1208_m9_n1,NH1208,2012,9,3,N,9,1,9.01,11,45.0182,-141.399,248.038727,55.77,271,1361.7,798.6,999.2,3.35982208588957,34.2634079754602,1000,800,1117,3.31299552238806,34.2942915422886,0.152958208955224,0.152958208955224,17.4498905472637,1.85930348258707,2353.1,2367.2,87.72,7.29765,,,
NH1208_m9_n2,NH1208,2012,9,3,N,9,2,9.02,11,45.0092,-141.386,248.053877,117.58,235,1127.3,598.8,798.5,3.90264750957855,34.1396743295019,800,600,1117,3.89436268656716,34.1642457711443,0.147688059701493,0.147688059701493,31.8574676616916,1.77497512437811,2325.13333333333,2342.76666666667,74.304,7.30773333333333,,,
NH1208_m9_n3,NH1208,2012,9,3,N,9,3,9.03,11,45.0019,-141.3746,248.066007,135.05,244,1158.4,398.7,598.5,4.63288014981273,33.9979026217229,600,400,1117,4.69902985074627,34.0069940298507,0.15696815920398,0.15696815920398,74.649960199005,1.66935323383085,2282.3,2308.53333333333,65.36,7.376,,,
NH1208_m9_n4,NH1208,2012,9,3,N,9,4,9.04,11,44.9945,-141.3624,248.078414,152.92,266,1287.8,199.9,397.6,6.70477364864865,33.910418918919,400,200,1117,6.58414626865671,33.9280333333333,0.135761691542289,0.135761691542289,157.645786069652,1.45786069651741,2192.275,2271.375,31.992,7.5748,,,
NH1208_m9_n5,NH1208,2012,9,3,N,9,5,9.05,11,44.9855,-141.3492,248.092164,212.72,125,624.9,99.6,199.8,7.66439007092199,33.313390070922,200,100,1117,7.67638217821782,33.3541267326733,0.165783168316832,0.165783168316832,256.98703960396,1.32712871287129,2085.5,2229.55,15.48,7.735475,,,
NH1208_m9_n6,NH1208,2012,9,3,N,9,6,9.06,11,44.9811,-141.343,248.098715,222.15,82,415.7,50.8,99,8.47828260869565,32.82475,100,50,1117,8.60338235294118,32.8369431372549,0.628874509803922,0.628874509803922,283.34131372549,1.28,2041.46666666667,2208.43333333333,5.16,7.79665,,,
NH1208_m9_n7,NH1208,2012,9,3,N,9,7,9.07,11,44.9779,-141.3389,248.102986,228.3,61,321.2,25.3,50.5,10.9671388888889,32.6930416666667,50,25,1117,11.5313884615385,32.7301692307692,1.2639,1.2639,289.894653846154,1.28,2000.55,2206.15,2.064,7.872575,,,
NH1208_m9_n8,NH1208,2012,9,3,N,9,8,9.08,11,44.9754,-141.3357,248.106331,233.117,58,316.8,-1.2,25.1,16.1890985915493,32.660985915493,25,0,1117,16.5074318181818,23.5483454545454,0.987622727272727,0.987622727272727,235.369681818182,3.47136363636364,1984.35,2207.05,1.032,7.9127,,,
NH1208_m9_n9,NH1208,2012,9,3,N,9,9,9.09,11,44.9727,-141.3325,248.10963,237.867,3,23.3,-1.5,-0.9,16.53775,23.61225,0,0,1117,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1987.1,2208.3,1.032,7.9144,,,
NH1208_m10_n0,NH1208,2012,9,4,D,10,0,10,11,44.9646,-141.3447,248.384826,914.149,391,2990.2,6.5,1011.7,6.08952422907487,33.7623193832599,1000,0,1117,5.55677652958877,33.6942312938816,0.220129388164494,0.220129388164494,108.820744232698,1.66251755265797,2165.29375,2268.10625,36.12,7.598690625,,,
NH1208_m10_n1,NH1208,2012,9,4,D,10,1,10.01,11,44.9442,-141.3134,248.427014,1014.9,191,1112.2,801.3,999.6,3.39363440860215,34.2552365591398,1000,800,1117,3.31299552238806,34.2942915422886,0.152958208955224,0.152958208955224,17.4498905472637,1.85930348258707,2353.1,2367.2,87.72,7.29765,,,
NH1208_m10_n2,NH1208,2012,9,4,D,10,2,10.02,11,44.9387,-141.3028,248.439977,1033.567,212,1195,601.1,800.8,3.90395053003534,34.1399858657244,800,600,1117,3.89436268656716,34.1642457711443,0.147688059701493,0.147688059701493,31.8574676616916,1.77497512437811,2325.13333333333,2342.76666666667,74.304,7.30773333333333,,,
NH1208_m10_n3,NH1208,2012,9,4,D,10,3,10.03,11,44.9322,-141.2916,248.453125,1052.5,244,1339.6,401.5,600.4,4.6662898089172,33.9955700636943,600,400,1117,4.69902985074627,34.0069940298507,0.15696815920398,0.15696815920398,74.649960199005,1.66935323383085,2282.3,2308.53333333333,65.36,7.376,,,
NH1208_m10_n4,NH1208,2012,9,4,D,10,4,10.04,11,44.9253,-141.279,248.467708,1113.5,228,1230.9,201.8,400.7,6.63020848056537,33.8968339222615,400,200,1117,6.58414626865671,33.9280333333333,0.135761691542289,0.135761691542289,157.645786069652,1.45786069651741,2192.275,2271.375,31.992,7.5748,,,
NH1208_m10_n5,NH1208,2012,9,4,D,10,5,10.05,11,44.9181,-141.2676,248.480856,1132.433,118,665.2,100.7,201.7,7.63203921568627,33.3107385620915,200,100,1117,7.67638217821782,33.3541267326733,0.165783168316832,0.165783168316832,256.98703960396,1.32712871287129,2085.5,2229.55,15.48,7.735475,,,
NH1208_m10_n6,NH1208,2012,9,4,D,10,6,10.06,11,44.9144,-141.2614,248.487975,1142.684,80,475.7,52.1,100.1,8.37931481481481,32.8268981481481,100,50,1117,8.60338235294118,32.8369431372549,0.628874509803922,0.628874509803922,283.34131372549,1.28,2041.46666666667,2208.43333333333,5.16,7.79665,,,
NH1208_m10_n7,NH1208,2012,9,4,D,10,7,10.07,11,44.9114,-141.2566,248.492986,1149.9,46,272.2,26.1,51.5,10.4028571428571,32.714746031746,50,25,1117,11.5313884615385,32.7301692307692,1.2639,1.2639,289.894653846154,1.28,2000.55,2206.15,2.064,7.872575,,,
NH1208_m10_n8,NH1208,2012,9,4,D,10,8,10.08,11,44.9097,-141.254,248.495914,1154.116,48,285.3,-1.4,25.7,16.0826615384615,32.6583538461538,25,0,1117,16.5074318181818,23.5483454545454,0.987622727272727,0.987622727272727,235.369681818182,3.47136363636364,1984.35,2207.05,1.032,7.9127,,,
NH1208_m10_n9,NH1208,2012,9,4,D,10,9,10.09,11,44.9079,-141.2513,248.498935,1158.466,0,0,-1.6,0.2,16.9276976744186,1.74479069767442,0,0,1117,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1987.1,2208.3,1.032,7.9144,,,
NH1208_m11_n0,NH1208,2012,9,5,D,11,0,11,15,43.0036,-138.1338,249.539815,1257.334,472,3333.4,3.6,1011.3,6.62548502994013,33.8034431137724,1000,0,1524,5.87140511534603,33.9256538615847,0.252314744232698,0.252314744232698,106.688743229689,14.3913039117352,2145.01428571429,2262.33571428571,40.3217142857143,7.63937142857143,,,
NH1208_m11_n1,NH1208,2012,9,5,D,11,1,11.01,15,43.0398,-138.1268,249.586366,1404.367,201,1116.7,801.2,1000.4,3.45384697508897,34.2710711743772,1000,800,1524,3.42593184079602,34.303331840796,0.153519900497512,0.153519900497512,12.0531542288557,1.70696517412935,2367.5,2361.9,119.196,7.29745,,,
NH1208_m11_n2,NH1208,2012,9,5,D,11,2,11.02,15,43.0513,-138.123,249.599421,1423.166,315,1645.5,601.5,800.5,3.90344670050761,34.1432512690355,800,600,1524,3.90679054726368,34.1650124378109,0.149694029850746,0.149694029850746,29.4411293532338,1.63293532338308,2336.65,2338,111.456,7.3076,,,
NH1208_m11_n3,NH1208,2012,9,5,D,11,3,11.03,15,43.0652,-138.1173,249.617731,1449.533,214,1126.7,400.8,601.1,4.81289667896679,33.9820479704797,600,400,1524,4.81902537313433,34.0020149253731,0.14268855721393,0.14268855721393,76.3263532338309,1.48024875621891,2274.6,2301.2,81.184,7.3831,,,
NH1208_m11_n4,NH1208,2012,9,5,D,11,4,11.04,15,43.0746,-138.1135,249.630324,1507.667,241,1308.4,201.4,400.4,7.01076375404531,33.925006472492,400,200,1524,6.90344676616915,33.9443208955224,0.127720895522388,0.127720895522388,161.788064676617,1.31855721393035,2180.83333333333,2270.2,38.872,7.5821,,,
NH1208_m11_n5,NH1208,2012,9,5,D,11,5,11.05,15,43.0849,-138.1087,249.644676,1528.333,126,698.8,102.6,200.7,8.49743209876544,33.4468518518519,200,100,1524,8.43637623762376,33.5222633663367,0.124920792079208,0.124920792079208,243.82804950495,1.41089108910891,2077.375,2230.875,10.062,7.75105,,,
NH1208_m11_n6,NH1208,2012,9,5,D,11,6,11.06,15,43.0903,-138.1064,249.652199,1539.167,81,459.9,52.2,102.2,9.53054716981132,32.9129245283019,100,50,1524,9.69380980392157,32.9256764705882,0.682405882352941,0.682405882352941,272.337352941176,6.96470588235294,2021.73333333333,2210.6,1.72,7.8374,,,
NH1208_m11_n7,NH1208,2012,9,5,D,11,7,11.07,15,43.0937,-138.1047,249.65713,1546.267,82,484.1,25.8,51.8,12.4443963963964,32.7508108108108,50,25,1524,13.4294807692308,32.7976038461538,2.62902692307692,2.62902692307692,285.361192307692,81.9769230769231,1985.1,2212.7,0,7.9226,,,
NH1208_m11_n8,NH1208,2012,9,5,D,11,8,11.08,15,43.0975,-138.1031,249.662292,1553.7,89,533.9,0.3,25.7,17.535264,32.766112,25,0,1524,17.5983909090909,32.8019409090909,1.10918181818182,1.10918181818182,246.640090909091,486.818181818182,1978,2214.75,0,7.94915,,,
NH1208_m11_n9,NH1208,2012,9,5,D,11,9,11.09,15,43.102,-138.101,249.66809,1602.05,3,18.9,0,1.4,17.6088571428571,32.7515714285714,0,0,1524,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1979.75,2214.05,25.8,7.951,,,
NH1208_m12_n0,NH1208,2012,9,5,N,12,0,12,15,43.0952,-138.1589,249.92728,2215.283,460,3611.4,1.3,1014.1,6.46866455026455,33.8116814814815,1000,0,1524,5.87140511534603,33.9256538615847,0.252314744232698,0.252314744232698,106.688743229689,14.3913039117352,2145.01428571429,2262.33571428571,40.3217142857143,7.63937142857143,,,
NH1208_m12_n1,NH1208,2012,9,5,N,12,1,12.01,15,43.1283,-138.1672,249.97147,2318.917,194,1063.1,799.3,998.2,3.44025367647059,34.2810845588235,1000,800,1524,3.42593184079602,34.303331840796,0.153519900497512,0.153519900497512,12.0531542288557,1.70696517412935,2367.5,2361.9,119.196,7.29745,,,
NH1208_m12_n2,NH1208,2012,9,5,N,12,2,12.02,15,43.1383,-138.164,249.984109,2337.117,152,795.5,699.8,798,3.8044797979798,34.1678080808081,800,600,1524,3.90679054726368,34.1650124378109,0.149694029850746,0.149694029850746,29.4411293532338,1.63293532338308,2336.65,2338,111.456,7.3076,,,
NH1208_m12_n3,NH1208,2012,9,5,N,12,3,12.03,15,43.1448,-138.1641,249.99331,2350.366,307,1644.7,399.4,699.5,4.63983292383293,34.0055135135135,600,400,1524,4.81902537313433,34.0020149253731,0.14268855721393,0.14268855721393,76.3263532338309,1.48024875621891,2274.6,2301.2,81.184,7.3831,,,
NH1208_m12_n4,NH1208,2012,9,5,N,12,4,12.04,15,43.1585,-138.1631,250.012315,17.73,166,944,184.4,398.1,7.03115811965812,33.9066965811966,400,200,1524,6.90344676616915,33.9443208955224,0.127720895522388,0.127720895522388,161.788064676617,1.31855721393035,2180.83333333333,2270.2,38.872,7.5821,,,
NH1208_m12_n5,NH1208,2012,9,5,N,12,5,12.05,15,43.1666,-138.1621,250.023183,33.38,129,744.6,101.1,183.9,8.58730386740332,33.3047127071823,200,100,1524,8.43637623762376,33.5222633663367,0.124920792079208,0.124920792079208,243.82804950495,1.41089108910891,2077.375,2230.875,10.062,7.75105,,,
NH1208_m12_n6,NH1208,2012,9,5,N,12,6,12.06,15,43.1733,-138.1614,250.031597,45.5,87,536.2,51.4,101.3,9.22380769230769,32.8641846153846,100,50,1524,9.69380980392157,32.9256764705882,0.682405882352941,0.682405882352941,272.337352941176,6.96470588235294,2021.73333333333,2210.6,1.72,7.8374,,,
NH1208_m12_n7,NH1208,2012,9,5,N,12,7,12.07,15,43.1778,-138.1612,250.037639,54.2,65,428.2,25.5,51.9,12.6225922330097,32.7459611650485,50,25,1524,13.4294807692308,32.7976038461538,2.62902692307692,2.62902692307692,285.361192307692,81.9769230769231,1985.1,2212.7,0,7.9226,,,
NH1208_m12_n8,NH1208,2012,9,5,N,12,8,12.08,15,43.1815,-138.1611,250.042419,101.08,80,466.5,-0.6,25.2,17.4520185185185,32.7866018518519,25,0,1524,17.5983909090909,32.8019409090909,1.10918181818182,1.10918181818182,246.640090909091,486.818181818182,1978,2214.75,0,7.94915,,,
NH1208_m12_n9,NH1208,2012,9,5,N,12,9,12.09,15,43.1852,-138.161,250.047442,108.32,1,5.5,-0.7,0,17.568,25.064,0,0,1524,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1979.75,2214.05,25.8,7.951,,,
NH1208_m13_n0,NH1208,2012,9,7,N,13,0,13,18,41.533,-135.7863,251.059352,125.47,438,2884.5,1.3,1024.4,7.70952935118435,33.7809546858908,1000,0,1828,6.29845486459377,33.9251693079237,0.186445336008024,0.186445336008024,92.4101013039118,1.74473420260781,2159.76875,2268.5625,36.0555,7.60689375,,,
NH1208_m13_n1,NH1208,2012,9,7,N,13,1,13.01,18,41.5639,-135.7893,251.104468,230.434,153,929.5,801,992.7,3.5078171641791,34.2925074626866,1000,800,1828,3.52229154228856,34.3023089552239,0.166029353233831,0.166029353233831,10.3500845771144,1.84716417910448,2367.65,2367.3,107.328,7.29475,,,
NH1208_m13_n2,NH1208,2012,9,7,N,13,2,13.02,18,41.5727,-135.7898,251.116921,248.366,150,823.1,601,800,4.06416742081448,34.1532533936652,800,600,1828,4.06266417910448,34.1714054726368,0.152924378109453,0.152924378109453,23.1775820895522,1.82084577114428,2334.53333333333,2341.6,100.104,7.3069,,,
NH1208_m13_n3,NH1208,2012,9,7,N,13,3,13.03,18,41.5805,-135.7895,251.127188,303.151,221,1151.5,399.1,600.6,5.16897000000001,34.02614,600,400,1828,5.05594676616915,34.0238507462687,0.152586567164179,0.152586567164179,62.6418258706468,1.72900497512438,2280.43333333333,2306.3,50.912,7.3792,,,
NH1208_m13_n4,NH1208,2012,9,7,N,13,4,13.04,18,41.5905,-135.7872,251.141123,323.217,187,957.5,199.4,397.5,7.06006147540983,33.9079508196721,400,200,1828,7.09590298507463,33.9299004975125,0.134171641791045,0.134171641791045,130.924631840796,1.44910447761194,2188.225,2271.35,28.122,7.547425,,,
NH1208_m13_n5,NH1208,2012,9,7,N,13,5,13.05,18,41.599,-135.7861,251.152465,339.55,146,743.7,99.8,198.3,9.62108108108108,33.2651405405405,200,100,1828,9.16906732673268,33.3822772277228,0.178018811881188,0.178018811881188,214.231396039604,1.28316831683168,2082.05,2224.825,11.868,7.729775,,,
NH1208_m13_n6,NH1208,2012,9,7,N,13,6,13.06,18,41.6058,-135.7853,251.161053,351.916,86,486.2,50.6,99.8,12.11224,32.92812,100,50,1828,12.3167529411765,32.9553784313726,0.725482352941176,0.725482352941176,277.437156862745,1.28,2006.93333333333,2208.86666666667,1.376,7.87756666666667,,,
NH1208_m13_n7,NH1208,2012,9,7,N,13,7,13.07,18,41.6105,-135.7851,251.166863,400.283,45,254.7,25.5,49.5,16.282,32.901375,50,25,1828,16.5601269230769,32.9866884615385,0.267034615384615,0.267034615384615,251.143461538461,1.36076923076923,1985,2211.3,0,7.92215,,,
NH1208_m13_n8,NH1208,2012,9,7,N,13,8,13.08,18,41.6129,-135.7849,251.169838,404.567,66,371.4,-0.8,25.5,17.6994125,31.650225,25,0,1828,17.8617590909091,33.0241045454545,0.165613636363636,0.165613636363636,238.828954545455,6.55227272727273,1983.05,2212.85,0,7.9166,,,
NH1208_m13_n9,NH1208,2012,9,7,N,13,9,13.09,18,41.6165,-135.7842,251.173553,409.916,1,0,0.3,0.3,16.411,0.01,0,0,1828,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1981,2213.4,0,7.916,,,
NH1208_m14_n0,NH1208,2012,9,7,D,14,0,14,18,41.7197,-135.8227,251.406574,945.467,394,2694.7,3,1012.3,7.0514670157068,33.8195958115183,1000,0,1829,6.24258084252759,33.917128786359,0.187372818455366,0.187372818455366,96.6752698094283,2.62005015045135,2159.76875,2268.5625,36.0555,7.60689375,,,
NH1208_m14_n1,NH1208,2012,9,7,D,14,1,14.01,18,41.7517,-135.8156,251.450938,1049.351,211,1168.7,799.1,999,3.53279047619048,34.2778984126984,1000,800,1829,3.5102144278607,34.3016019900497,0.155813432835821,0.155813432835821,11.556815920398,1.83129353233831,2367.65,2367.3,107.328,7.29475,,,
NH1208_m14_n2,NH1208,2012,9,7,D,14,2,14.02,18,41.7623,-135.8127,251.465579,1110.434,199,1019,600.1,799.4,4.05924513618677,34.1334591439688,800,600,1829,4.03422039800995,34.1617208955223,0.15037263681592,0.15037263681592,27.7980597014925,1.67109452736318,2334.53333333333,2341.6,100.104,7.3069,,,
NH1208_m14_n3,NH1208,2012,9,7,D,14,3,14.03,18,41.7723,-135.81,251.477523,1127.633,272,1381.7,400.7,599.8,5.14686532951289,33.9839283667622,600,400,1829,5.05140945273632,34.0119308457712,0.143338308457711,0.143338308457711,68.0704577114428,1.58208955223881,2280.43333333333,2306.3,50.912,7.3792,,,
NH1208_m14_n4,NH1208,2012,9,7,D,14,4,14.04,18,41.7855,-135.8072,251.493738,1150.983,253,1314,199,400.1,7.27121341463415,33.907762195122,400,200,1829,7.05351890547264,33.933323880597,0.127522388059702,0.127522388059702,134.773930348259,1.40208955223881,2188.225,2271.35,28.122,7.547425,,,
NH1208_m14_n5,NH1208,2012,9,7,D,14,5,14.05,18,41.798,-135.804,251.50897,1212.917,138,696.7,101.6,198.6,9.14580813953488,33.3976569767442,200,100,1829,9.11132277227722,33.3453504950495,0.155126732673267,0.155126732673267,224.545762376238,1.29207920792079,2082.05,2224.825,11.868,7.729775,,,
NH1208_m14_n6,NH1208,2012,9,7,D,14,6,14.06,18,41.8048,-135.8021,251.516968,1224.434,116,591.9,50.2,100.7,11.29445,32.9267857142857,100,50,1829,11.8906921568627,32.9482,0.878292156862745,0.878292156862745,277.891921568628,2.62607843137255,2006.93333333333,2208.86666666667,1.376,7.87756666666667,,,
NH1208_m14_n7,NH1208,2012,9,7,D,14,7,14.07,18,41.8107,-135.8004,251.523472,1233.8,80,409,27.1,50.1,14.4827755102041,32.9045918367347,50,25,1829,16.1015846153846,32.9772076923077,0.322942307692308,0.322942307692308,257.506307692308,14.0369230769231,1985,2211.3,0,7.92215,,,
NH1208_m14_n8,NH1208,2012,9,7,D,14,8,14.08,18,41.8148,-135.7992,251.528021,1240.35,66,362.6,0.2,28.2,17.5737974683544,32.948253164557,25,0,1829,17.8783181818182,33.0280954545454,0.16575,0.16575,238.826363636364,32.4863636363636,1983.05,2212.85,0,7.9166,,,
NH1208_m14_n9,NH1208,2012,9,7,D,14,9,14.09,18,41.8181,-135.798,251.531701,1245.649,3,29.7,-0.5,0.7,16.385,13.6523,0,0,1829,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,1981,2213.4,0,7.916,,,
NH1208_m15_n0,NH1208,2012,9,8,D,15,0,15,21,40.0031,-135.0004,252.36375,843.8,323,2364.7,3.6,1012.2,7.67268940316687,33.823233861145,1000,0,2134,6.50406188565697,33.9588394182548,0.173359679037111,0.173359679037111,97.5052316950854,32.9014042126379,2160.5,2269.51875,37.668,7.605865625,,,
NH1208_m15_n1,NH1208,2012,9,8,D,15,1,15.01,21,40.0276,-135.0008,252.402095,939.017,156,1022.4,801.8,998.7,3.7826968641115,34.2967735191638,1000,800,2134,3.75094776119403,34.3259731343284,0.153924875621891,0.153924875621891,10.4855572139303,1.71517412935323,2363.45,2364.75,114.036,7.2934,,,
NH1208_m15_n2,NH1208,2012,9,8,D,15,2,15.02,21,40.0355,-135.0026,252.415428,958.216,191,1196.9,602.2,801.7,4.46456129032258,34.1730580645161,800,600,2134,4.37790497512438,34.1999,0.150621890547264,0.150621890547264,19.390144278607,1.67094527363184,2336.76666666667,2340.13333333333,73.616,7.29276666666667,,,
NH1208_m15_n3,NH1208,2012,9,8,D,15,3,15.03,21,40.0446,-135.0059,252.429838,1018.967,210,1272.6,400.6,602.1,5.20275625000001,34.00465,600,400,2134,5.28104179104478,34.0456711442786,0.143439303482587,0.143439303482587,58.8913830845771,1.52995024875622,2284.33333333333,2310.06666666667,62.952,7.35633333333333,,,
