Cruise_moc_net,Cruise,year,month,day,D_N,tow,net,ID,station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
OC473_m3_n3,OC473,2011,8,21,D,3,3,3.03,1,35.0898,-52.0252,224.363275,843.116,337,1476.8,401,601.2,17.2498068783069,36.4086190476191,600,400,104,17.2624805970149,36.4460771144279,0.00376616915422886,0.00376616915422886,203.264393034826,0.000000000001,2110.87697129843,2379.48404469788,3.10325197534478,7.9509925856141,0.0966076635290961,5.80236049032934,0.27699201986755
OC473_m3_n4,OC473,2011,8,21,D,3,4,3.04,1,35.0953,-52.0064,224.380845,908.417,321,1409.5,201.5,400.6,17.701425,36.5071694444444,400,200,104,17.7706616915423,36.5576124378109,0.00153582089552239,0.00153582089552239,211.652253731343,0.000000000001,2092.32131028186,2392.99662186547,2.30454599380996,7.99116602560454,0.0176646749977696,3.24306044647426,0.571586650110375
OC473_m3_n5,OC473,2011,8,21,D,3,5,3.05,1,35.1009,-51.9898,224.397569,932.499,145,640.4,102,200.9,17.8931901840491,36.5368711656441,200,100,104,17.9605712871287,36.5809207920792,0.104475247524752,0.104475247524752,206.400821782178,0.000000000001,2095.05128950975,2393.61611859405,2.22504441182079,7.98547393739619,0.0176646749977696,3.1411865388479,0.654285706401766
OC473_m3_n6,OC473,2011,8,21,D,3,6,3.06,1,35.1037,-51.9822,224.405139,943.4,97,450.9,52.6,100.8,18.3865431034483,36.5426637931035,100,50,104,18.5580980392157,36.5897254901961,0.424578431372549,0.424578431372549,215.097215686274,0.000000000001,2092.8964291507,2402.08142682369,1.96750768391493,8.00757825564816,0,1.95625938892023,0.207910077262693
OC473_m3_n7,OC473,2011,8,21,D,3,7,3.07,1,35.1056,-51.9766,224.410532,951.166,60,296.2,25.9,52.5,21.3556025641026,36.4785512820513,50,25,104,21.3274,36.5426384615385,0.119365384615385,0.119365384615385,229.494615384615,0.000000000001,2057.9393697576,2399.71896857143,1.42429741326219,8.06203158148011,0.02753302266207,0.297926274670241,0.145470629139073
OC473_m3_n8,OC473,2011,8,21,D,3,8,3.08,1,35.1068,-51.9729,224.414155,956.383,42,271.1,0.2,26.1,25.8166842105263,36.3498552631579,25,0,104,25.6719136363636,36.3232772727273,0.0554409090909091,0.0554409090909091,199.066772727273,0.000000000001,2042.13141630292,2377.41180292511,1.12002500288996,8.07870127992223,0,0,0.19080565397351
OC473_m3_n9,OC473,2011,8,21,D,3,9,3.09,1,35.1081,-51.9697,224.417685,1001.466,4,36.2,0.3,1,26.3808,36.362,0,0,104,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2035.3781995553,2373.38227345474,1.18717336865731,8.08238346059128,0,0,0
OC473_m4_n0,OC473,2011,8,13,D,4,0,4,5,36.9855,-51.9741,225.442245,1036.833,146,1201.3,4,1015.3,15.1745181598063,35.9433946731235,1000,0,509,15.4509172517553,36.0672807422266,0.0467737211634904,0.0467737211634904,188.462119358074,9.57797615675068,2110.1791077411,2366.62378773723,4.14319475768435,7.93905016587446,0.243291926573227,5.98020755430256,0.369495345049834
OC473_m4_n1,OC473,2011,8,13,D,4,1,4.01,5,36.9613,-51.9579,225.480613,1132.083,110,567.6,801.2,998.6,10.1502614379085,35.2815751633987,1000,800,509,9.7375447761194,35.2839189054727,0.017118407960199,0.017118407960199,152.132014925373,0.000000000001,2173.16974894914,2303.11468621804,13.9787989076479,7.69567268107312,1.11570464593737,21.2980456204557,0.0991392301324503
OC473_m4_n2,OC473,2011,8,13,D,4,2,4.02,5,36.9563,-51.9546,225.487731,1142.333,185,913.6,601.7,800.6,13.8226483050848,35.7633940677966,800,600,509,13.4770756218905,35.7480407960199,0.0139636815920398,0.0139636815920398,185.061134328358,0.000000000001,2132.23488438915,2331.19789823468,5.58948549769187,7.86510463977919,0.421520984866973,10.317793675685,0.0707425662251656
OC473_m4_n3,OC473,2011,8,13,D,4,3,4.03,5,36.9486,-51.949,225.498692,1158.116,237,1186.2,401.1,601,16.3818241042345,36.2238045602606,600,400,509,16.3895706467662,36.2657184079602,0.0041955223880597,0.0041955223880597,193.927910447761,0.000000000001,2111.14396559972,2351.90373998225,3.45003902359171,7.93446895136317,0.161631388266962,6.09440590944235,0.183664972406181
OC473_m4_n4,OC473,2011,8,13,D,4,4,4.04,5,36.9394,-51.9418,225.512951,1218.649,222,1048.1,201.1,400.7,17.7585655430712,36.5023670411985,400,200,509,17.7622517412935,36.5406039800995,0.00161293532338308,0.00161293532338308,205.375597014925,0.000340936712378115,2102.22535706327,2379.99393272965,2.2369309805193,8.00134472798692,0.0476153795860203,2.92184598863944,0.113586655629139
OC473_m4_n5,OC473,2011,8,13,D,4,5,4.05,5,36.9306,-51.9349,225.525359,1236.517,111,527.2,100.5,200.4,18.2523233082707,36.5479398496241,200,100,509,18.2060663366337,36.5858574257426,0.0854009900990098,0.0854009900990098,201.071752475248,0.427315841584159,2107.12568284797,2399.0442795778,2.34511891756612,7.98567972692428,0.106983761126978,3.08820947700329,0.363728565262957
OC473_m4_n6,OC473,2011,8,13,D,4,6,4.06,5,36.9261,-51.9312,225.531539,1245.416,102,522.6,52.4,100.5,19.4693851851852,36.5242888888889,100,50,509,19.412262745098,36.5761176470588,0.519154901960784,0.519154901960784,215.189235294118,16.2864705882353,2100.13823757923,2396.46510447259,1.71946661251014,7.95470078589479,0,1.09766795931349,0.952229367607973
OC473_m4_n7,OC473,2011,8,13,D,4,7,4.07,5,36.9215,-51.9272,225.537813,1254.451,54,283.4,26.2,51.9,23.3200410958904,36.3665479452055,50,25,509,23.1723730769231,36.3662307692308,0.139680769230769,0.139680769230769,215.303538461538,114.211538461538,2054.43368559349,2386.94223609684,1.07986461160779,8.06835817022885,0,0,0.852260929069767
OC473_m4_n8,OC473,2011,8,13,D,4,8,4.08,5,36.9189,-51.9248,225.541204,1259.334,53,277,1,26.4,25.7952328767123,36.3728493150685,25,0,509,25.8975272727273,36.1504409090909,0.0574272727272727,0.0574272727272727,198.143863636364,270.045454545455,2045.02966674187,2378.47938783791,1.26841455648482,8.07787381865799,0,0,0.650324683222591
OC473_m4_n9,OC473,2011,8,13,D,4,9,4.09,5,36.9163,-51.9225,225.544595,1304.217,4,26.4,0.4,1.1,26.1235,36.378625,0,0,509,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2045.02966674187,2378.47938783791,1.26841455648482,8.07787381865799,0,0,0.650324683222591
OC473_m5_n0,OC473,2011,8,13,N,5,0,5,5,36.9619,-52.0088,225.925694,2212.999,325,2343.3,2.7,1012.8,16.3477437759336,36.0469533195021,1000,0,509,15.4509172517553,36.0672807422266,0.0467737211634904,0.0467737211634904,188.462119358074,9.57797615675068,2110.1791077411,2366.62378773723,4.14319475768435,7.93905016587446,0.243291926573227,5.98020755430256,0.369495345049834
OC473_m5_n1,OC473,2011,8,13,N,5,1,5.01,5,36.9286,-52.009,225.970486,2317.5,179,1028.7,799.4,999.7,9.91763957597173,35.2605088339223,1000,800,509,9.7375447761194,35.2839189054727,0.017118407960199,0.017118407960199,152.132014925373,0.000000000001,2173.16974894914,2303.11468621804,13.9787989076479,7.69567268107312,1.11570464593737,21.2980456204557,0.0991392301324503
OC473_m5_n2,OC473,2011,8,13,N,5,2,5.02,5,36.9192,-52.0084,225.983634,2336.433,196,1056.7,600.6,799.1,13.6642374100719,35.7397050359712,800,600,509,13.4770756218905,35.7480407960199,0.0139636815920398,0.0139636815920398,185.061134328358,0.000000000001,2132.23488438915,2331.19789823468,5.58948549769187,7.86510463977919,0.421520984866973,10.317793675685,0.0707425662251656
OC473_m5_n3,OC473,2011,8,13,N,5,3,5.03,5,36.91,-52.0083,225.996551,2355.033,198,1029.1,399.3,599.9,16.5384813432836,36.257328358209,600,400,509,16.3895706467662,36.2657184079602,0.0041955223880597,0.0041955223880597,193.927910447761,0.000000000001,2111.14396559972,2351.90373998225,3.45003902359171,7.93446895136317,0.161631388266962,6.09440590944235,0.183664972406181
OC473_m5_n4,OC473,2011,8,13,N,5,4,5.04,5,36.9011,-52.0074,226.009028,13,207,1090.9,199.6,398.4,17.7112007042253,36.4943309859155,400,200,509,17.7622517412935,36.5406039800995,0.00161293532338308,0.00161293532338308,205.375597014925,0.000340936712378115,2102.22535706327,2379.99393272965,2.2369309805193,8.00134472798692,0.0476153795860203,2.92184598863944,0.113586655629139
OC473_m5_n5,OC473,2011,8,13,N,5,5,5.05,5,36.8919,-52.0059,226.022222,32,100,537.5,98.9,199,18.2185395683453,36.5490215827338,200,100,509,18.2060663366337,36.5858574257426,0.0854009900990098,0.0854009900990098,201.071752475248,0.427315841584159,2107.12568284797,2399.0442795778,2.34511891756612,7.98567972692428,0.106983761126978,3.08820947700329,0.363728565262957
OC473_m5_n6,OC473,2011,8,13,N,5,6,5.06,5,36.8872,-52.0049,226.028681,41.3,79,425.1,50,98.6,19.7247909090909,36.5209636363637,100,50,509,19.412262745098,36.5761176470588,0.519154901960784,0.519154901960784,215.189235294118,16.2864705882353,2100.13823757923,2396.46510447259,1.71946661251014,7.95470078589479,0,1.09766795931349,0.952229367607973
OC473_m5_n7,OC473,2011,8,13,N,5,7,5.07,5,36.8831,-52.0044,226.033796,48.67,62,347.1,26.7,49.9,24.1792717391304,36.3739782608696,50,25,509,23.1723730769231,36.3662307692308,0.139680769230769,0.139680769230769,215.303538461538,114.211538461538,2054.43368559349,2386.94223609684,1.07986461160779,8.06835817022885,0,0,0.852260929069767
OC473_m5_n8,OC473,2011,8,13,N,5,8,5.08,5,36.8798,-52.0039,226.038067,54.82,68,399.4,1.4,26.2,25.8460373831776,36.2572242990654,25,0,509,25.8975272727273,36.1504409090909,0.0574272727272727,0.0574272727272727,198.143863636364,270.045454545455,2045.02966674187,2378.47938783791,1.26841455648482,8.07787381865799,0,0,0.650324683222591
OC473_m5_n9,OC473,2011,8,13,N,5,9,5.09,5,36.8761,-52.0035,226.043032,101.97,7,54.4,1.3,2.2,26.0227857142857,36.1842857142857,0,0,509,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2045.02966674187,2378.47938783791,1.26841455648482,8.07787381865799,0,0,0.650324683222591
OC473_m6_n0,OC473,2011,8,15,N,6,0,6,8,38.5111,-51.9615,227.015937,22.95,355,2426.8,2.1,1011.1,16.3669475374732,36.0398040685225,1000,0,817,14.8134962888666,35.9607043129388,0.0524623871614845,0.0524623871614845,174.217323971916,48.1754609950741,2097.57913910904,2377.25321441589,3.85491421911397,7.96535945439042,0.222906025095361,4.72659639588092,0.423326349833887
OC473_m6_n1,OC473,2011,8,15,N,6,1,6.01,8,38.4803,-51.9526,227.05934,125.45,167,938.1,799.4,1000.7,8.05282101167315,35.093793774319,1000,800,817,7.29491940298507,35.0928995024876,0.0220353233830846,0.0220353233830846,173.264621890547,0.000000000001,2173.9120913487,2319.950895088,14.1062823028602,7.69221111530304,1.17207623294411,19.7477785670301,0.349419683222591
OC473_m6_n2,OC473,2011,8,15,N,6,2,6.02,8,38.4733,-51.9566,227.071285,142.65,215,1054.4,601.5,798.6,12.4901881918819,35.5742546125461,800,600,817,11.3248895522388,35.4517616915423,0.0166756218905473,0.0166756218905473,143.641562189055,0.000000000001,2159.61451601045,2341.58464784501,9.77599459350166,7.78188321964018,0.847181037368169,16.1526594992949,0.151717100747508
OC473_m6_n3,OC473,2011,8,15,N,6,3,6.03,8,38.4656,-51.9626,227.083866,200.77,267,1088.9,405.7,600.4,16.4012271062271,36.2266556776557,600,400,817,15.778971641791,36.1455815920398,0.00827860696517413,0.00827860696517413,176.539950248756,0.000000000001,2126.76675016987,2372.00287176129,3.72228948515698,7.92082658586171,0.24925838709093,7.18390207247826,0.318252856367663
OC473_m6_n4,OC473,2011,8,15,N,6,4,6.04,8,38.4583,-51.9687,227.096551,219.03,310,1240.5,201,405.4,18.0146278317152,36.5367249190939,400,200,817,17.9396845771144,36.5354592039801,0.00442388059701493,0.00442388059701493,193.377383084577,0.0101423487017613,2105.48826832177,2390.48782155287,2.21651867088829,7.98197623191101,0.0674903892309917,2.99404266619384,0.405402008803987
OC473_m6_n5,OC473,2011,8,15,N,6,5,6.05,8,38.451,-51.9773,227.110914,239.716,156,644.4,101.7,200.3,18.9804534161491,36.5805341614907,200,100,817,19.5482693069307,36.6477514851485,0.0750287128712871,0.0750287128712871,181.829772277228,1.58458415841584,2105.01060177272,2398.27879600144,1.9853334935961,7.99121866352983,0.0654639061489273,2.23509258970268,0.0528658095099668
OC473_m6_n6,OC473,2011,8,15,N,6,6,6.06,8,38.4473,-51.982,227.118391,250.483,72,323.6,51.5,101.2,21.6723827160494,36.5776419753087,100,50,817,22.8639,36.7662862745098,0.591850980392157,0.591850980392157,180.079196078431,63.1164705882353,2073.61708196551,2392.7894697679,1.65150734507772,8.03762638108503,0,0,0.575838199667774
OC473_m6_n7,OC473,2011,8,15,N,6,7,6.07,8,38.4455,-51.9847,227.122153,255.9,46,232.8,22.9,50.9,24.9910655737705,36.2258524590164,50,25,817,25.4473076923077,36.4019,0.142684615384615,0.142684615384615,193.932307692308,547.730769230769,2042.07508964453,2374.46361283722,2.02360046835754,8.07248602942979,0.036117619670538,0,0.870755090199335
OC473_m6_n8,OC473,2011,8,15,N,6,8,6.08,8,38.4442,-51.9869,227.124988,259.983,44,243.1,1.5,23.3,26.0344444444444,36.1421269841269,25,0,817,26.26245,36.1441045454545,0.0560363636363636,0.0560363636363636,195.167909090909,1431.59090909091,2029.49077430094,2374.70810100833,2.07552304221239,8.08743916113549,0.024078413113692,0,0.665986405260244
OC473_m6_n9,OC473,2011,8,15,N,6,9,6.09,8,38.4434,-51.9896,227.127917,304.2,6,38.3,1.4,3.1,26.1685555555556,36.1525555555556,0,0,817,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2029.52362326178,2377.10680198575,1.96025313215308,8.08692502510569,0,0,0.630830837707641
OC473_m7_n0,OC473,2011,8,15,D,7,0,7,8,38.5028,-51.8999,227.383009,911.533,521,3554.2,2.5,1007.5,15.1079519927536,35.9311684782608,1000,0,817,14.8134962888666,35.9607043129388,0.0524623871614845,0.0524623871614845,174.217323971916,48.1754609950741,2097.57913910904,2377.25321441589,3.85491421911397,7.96535945439042,0.222906025095361,4.72659639588092,0.423326349833887
OC473_m7_n1,OC473,2011,8,15,D,7,1,7.01,8,38.5362,-51.8457,227.434838,1026.167,276,1314.9,801.3,1001.9,7.67633994334278,35.0619915014165,1000,800,817,7.29491940298507,35.0928995024876,0.0220353233830846,0.0220353233830846,173.264621890547,0.000000000001,2173.9120913487,2319.950895088,14.1062823028602,7.69221111530304,1.17207623294411,19.7477785670301,0.349419683222591
OC473_m7_n2,OC473,2011,8,15,D,7,2,7.02,8,38.5447,-51.8284,227.451238,1049.783,222,1076.3,600.7,801.2,11.7731149825784,35.4735087108014,800,600,817,11.3248895522388,35.4517616915423,0.0166756218905473,0.0166756218905473,143.641562189055,0.000000000001,2159.61451601045,2341.58464784501,9.77599459350166,7.78188321964018,0.847181037368169,16.1526594992949,0.151717100747508
OC473_m7_n3,OC473,2011,8,15,D,7,3,7.03,8,38.552,-51.8137,227.464572,1108.984,216,1067.5,401.5,599.9,15.8833309352518,36.1310791366907,600,400,817,15.778971641791,36.1455815920398,0.00827860696517413,0.00827860696517413,176.539950248756,0.000000000001,2126.76675016987,2372.00287176129,3.72228948515698,7.92082658586171,0.24925838709093,7.18390207247826,0.318252856367663
OC473_m7_n4,OC473,2011,8,15,D,7,4,7.04,8,38.5591,-51.7985,227.477488,1127.583,245,1186.3,201,400.6,17.9689867986799,36.5152739273927,400,200,817,17.9396845771144,36.5354592039801,0.00442388059701493,0.00442388059701493,193.377383084577,0.0101423487017613,2105.48826832177,2390.48782155287,2.21651867088829,7.98197623191101,0.0674903892309917,2.99404266619384,0.405402008803987
OC473_m7_n5,OC473,2011,8,15,D,7,5,7.05,8,38.5672,-51.7811,227.491562,1147.849,125,590.5,100.9,200.3,19.4749666666667,36.58632,200,100,817,19.5482693069307,36.6477514851485,0.0750287128712871,0.0750287128712871,181.829772277228,1.58458415841584,2105.01060177272,2398.27879600144,1.9853334935961,7.99121866352983,0.0654639061489273,2.23509258970268,0.0528658095099668
OC473_m7_n6,OC473,2011,8,15,D,7,6,7.06,8,38.571,-51.7723,227.49853,1157.883,94,471,51.6,100.2,22.9279098360656,36.7296967213115,100,50,817,22.8639,36.7662862745098,0.591850980392157,0.591850980392157,180.079196078431,63.1164705882353,2073.61708196551,2392.7894697679,1.65150734507772,8.03762638108503,0,0,0.575838199667774
OC473_m7_n7,OC473,2011,8,15,D,7,7,7.07,8,38.5743,-51.7648,227.504201,1206.049,86,495.1,22.4,51.6,25.4576641791045,36.3351567164179,50,25,817,25.4473076923077,36.4019,0.142684615384615,0.142684615384615,193.932307692308,547.730769230769,2042.07508964453,2374.46361283722,2.02360046835754,8.07248602942979,0.036117619670538,0,0.870755090199335
OC473_m7_n8,OC473,2011,8,15,D,7,8,7.08,8,38.5762,-51.7559,227.510428,1215.016,34,245.2,1.9,22,26.1898714285714,36.0747571428571,25,0,817,26.26245,36.1441045454545,0.0560363636363636,0.0560363636363636,195.167909090909,1431.59090909091,2029.49077430094,2374.70810100833,2.07552304221239,8.08743916113549,0.024078413113692,0,0.665986405260244
OC473_m7_n9,OC473,2011,8,15,D,7,9,7.09,8,38.5747,-51.754,227.513681,1219.701,3,23.5,2.2,2.9,26.3028333333333,36.1033333333333,0,0,817,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2029.52362326178,2377.10680198575,1.96025313215308,8.08692502510569,0,0,0.630830837707641
OC473_m8_n0,OC473,2011,8,17,N,8,0,8,13,40.8834,-51.9873,229.952384,2251.433,440,2918.6,1.6,1014.2,14.1993184130213,35.7862716174974,1000,0,1324,13.1339859578736,35.7795210631895,0.0677557673019058,0.0677557673019058,185.911780341023,0.000000000001,2113.36121570195,2369.34493104419,5.31441977593928,7.92258000784343,0.278656034854688,7.62067117750747,0.417158795163037
OC473_m8_n1,OC473,2011,8,17,N,8,1,8.01,13,40.854,-52.0264,229.998183,2357.384,115,613.1,895.8,999.4,5.19301212121212,34.9147333333333,1000,900,1324,5.47191881188119,34.9796089108911,0.021619801980198,0.021619801980198,221.18799009901,0.000000000001,2176.31769708601,2319.19422044691,14.1998542459243,7.68944098562281,1.0313484228603,21.3227996103106,0.918049527720739
OC473_m8_n2,OC473,2011,8,17,N,8,2,8.02,13,40.8494,-52.031,230.005868,8.4,272,1300.2,600.8,895.5,8.01396783625731,35.0856169590643,900,600,1324,8.26659003322259,35.1358242524917,0.0227538205980067,0.0227538205980067,164.764863787375,0.000000000001,2176.39574671222,2328.5114718163,13.2653137843315,7.71260388851424,1.01188521945407,21.6149526800715,0.607146190965092
OC473_m8_n3,OC473,2011,8,17,N,8,3,8.03,13,40.84,-52.0433,230.021748,31.32,273,1358.2,399.4,600.3,13.4553342939481,35.684242074928,600,400,1324,13.8978194029851,35.8092820895523,0.0137482587064677,0.0137482587064677,180.131328358209,0.000000000001,2144.07333236507,2347.51151793523,7.87637383921101,7.83133878806421,0.548022180140517,14.113555120634,0.636208672142368
OC473_m8_n4,OC473,2011,8,17,N,8,4,8.04,13,40.8307,-52.0546,230.03787,54.53,238,1151.2,200.7,398.6,17.2445862068966,36.3994275862069,400,200,1324,17.2662094527363,36.4386353233831,0.0144696517412935,0.0144696517412935,196.326099502488,0.000000000001,2117.02838797324,2378.81299323051,3.90101805988297,7.94427785568276,0.122542027957199,6.47451716140705,0.344959394250513
OC473_m8_n5,OC473,2011,8,17,N,8,5,8.05,13,40.8232,-52.0647,230.051354,113.95,105,507.4,101.1,200.4,18.0921162790698,36.5214186046512,200,100,1324,18.1013811881188,36.5551396039604,0.089739603960396,0.089739603960396,194.750534653465,0.000000000001,2106.79388312362,2395.22007755522,2.7985826661979,7.98301758773024,0.0881508906833477,3.68259310024352,0.268185723819302
OC473_m8_n6,OC473,2011,8,17,N,8,6,8.06,13,40.8201,-52.0694,230.05735,122.58,74,365.3,51.2,100.5,19.1977659574468,36.5515,100,50,1324,19.3346431372549,36.5983431372549,0.738633333333334,0.738633333333334,185.588745098039,0.000000000001,2100.88876391805,2399.7514296235,2.53118011010924,7.99306490539131,0.0178643123424436,2.19271623985863,0.234856203811877
OC473_m8_n7,OC473,2011,8,17,N,8,7,8.07,13,40.8179,-52.0729,230.061713,128.87,48,253.6,26.4,50.6,21.1331538461538,36.4294769230769,50,25,1324,21.8596961538462,36.3160615384615,0.193615384615385,0.193615384615385,209.539923076923,0.000000000001,2062.4729080739,2383.66095317248,2.07361152925794,8.03707737912709,0,0.073405375828773,0.288191491317671
OC473_m8_n8,OC473,2011,8,17,N,8,8,8.08,13,40.8163,-52.0755,230.064734,133.22,58,347.8,5.6,26.4,23.5716421052631,35.9267052631579,25,0,1324,23.6495681818182,35.9566545454545,0.0882681818181818,0.0882681818181818,205.087772727273,0.000000000001,2031.98530933578,2358.03469995413,1.74183754436642,8.05867193943565,0,0,0.256455220633299
OC473_m8_n9,OC473,2011,8,17,N,8,9,8.09,13,40.8147,-52.0794,230.069144,139.57,11,81.9,2.3,6.5,23.9397222222222,35.8716111111111,0,0,1324,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2029.58241016495,2354.60693619116,1.64896478640088,8.05838789015278,0,0,0.0602536486210419
OC473_m9_n0,OC473,2011,8,18,D,9,0,9,13,40.9291,-52.0703,230.218843,515.134,432,3019.5,1.7,1009.5,13.7872761545712,35.6953760603204,1000,0,1323,12.6566449348044,35.703965997994,0.0559241725175527,0.0559241725175527,188.275418254764,0.000000000001,2113.36121570195,2369.34493104419,5.31441977593928,7.92258000784343,0.278656034854688,7.62067117750747,0.417158795163037
OC473_m9_n1,OC473,2011,8,18,D,9,1,9.01,13,40.9543,-52.0392,230.26816,626.15,165,900.1,801.5,1001.3,5.65911646586345,34.9642690763052,1000,800,1323,5.82034179104478,35.028136318408,0.0182054726368159,0.0182054726368159,209.829303482587,0.000000000001,2171.72011499041,2319.19422044691,14.1998542459243,7.68944098562281,1.0313484228603,21.3227996103106,0.918049527720739
OC473_m9_n2,OC473,2011,8,18,D,9,2,9.02,13,40.9615,-52.0329,230.279734,642.817,246,1152,601.2,801.3,8.53407744107745,35.1022356902357,800,600,1323,8.42418059701492,35.1503213930348,0.0200825870646766,0.0200825870646766,158.581104477612,0.000000000001,2176.39574671222,2328.5114718163,13.2653137843315,7.71260388851424,1.01188521945407,21.6149526800715,0.607146190965092
OC473_m9_n3,OC473,2011,8,18,D,9,3,9.03,13,40.9715,-52.024,230.29353,702.683,308,1263.9,401.6,600.7,13.1242044025157,35.649251572327,600,400,1323,12.9192820895522,35.6557686567164,0.0125666666666667,0.0125666666666667,181.712497512438,0.000000000001,2144.07333236507,2347.51151793523,7.87637383921101,7.83133878806421,0.548022180140517,14.113555120634,0.636208672142368
OC473_m9_n4,OC473,2011,8,18,D,9,4,9.04,13,40.9827,-52.0147,230.30831,723.966,322,1196.2,201.5,400.9,16.7351753246753,36.2970064935065,400,200,1323,16.4713915422886,36.2718567164179,0.00921194029850746,0.00921194029850746,192.736751243781,0.000000000001,2117.02838797324,2378.81299323051,3.90101805988297,7.94427785568276,0.122542027957199,6.47451716140705,0.344959394250513
OC473_m9_n5,OC473,2011,8,18,D,9,5,9.05,13,40.9935,-52.0055,230.322616,744.567,232,944.7,102.2,200.7,18.019366255144,36.5197242798354,200,100,1323,18.2124772277228,36.5846653465346,0.0925564356435644,0.0925564356435644,198.059435643564,0.000000000001,2106.79388312362,2395.22007755522,2.7985826661979,7.98301758773024,0.0881508906833477,3.68259310024352,0.268185723819302
OC473_m9_n6,OC473,2011,8,18,D,9,6,9.06,13,41.0009,-52.0001,230.333912,800.833,82,380.8,51.9,102.2,19.3016224489796,36.5938775510204,100,50,1323,19.5987019607843,36.6317137254902,0.554,0.554,191.887568627451,0.000000000001,2100.88876391805,2399.7514296235,2.53118011010924,7.99306490539131,0.0178643123424436,2.19271623985863,0.234856203811877
OC473_m9_n7,OC473,2011,8,18,D,9,7,9.07,13,41.0035,-51.9981,230.338461,807.384,60,306.7,26.3,52.2,21.5224512195122,36.2470243902439,50,25,1323,22.9095230769231,36.0157538461539,0.1832,0.1832,208.1585,0.000000000001,2062.4729080739,2383.66095317248,2.07361152925794,8.03707737912709,0,0.073405375828773,0.288191491317671
OC473_m9_n8,OC473,2011,8,18,D,9,8,9.08,13,41.0057,-51.9963,230.342269,812.867,47,293,0.7,25.8,23.8939135802469,35.6652592592593,25,0,1323,23.9664636363636,35.7094954545455,0.0941090909090909,0.0941090909090909,205.963272727273,0.000000000001,2031.98530933578,2358.03469995413,1.74183754436642,8.05867193943565,0,0,0.256455220633299
OC473_m9_n9,OC473,2011,8,18,D,9,9,9.09,13,41.008,-51.9943,230.34603,818.283,4,27.2,0.6,1.1,24.1963333333333,35.5163333333333,0,0,1323,26.1694,36.2337,0.0617,0.0617,196.714,0.000000000001,2029.58241016495,2354.60693619116,1.64896478640088,8.05838789015278,0,0,0.0602536486210419
OC473_m10_n0,OC473,2011,8,19,N,10,0,10,17,42.9874,-47.7762,231.87125,2054.6,429,2980.5,1.7,1006.3,5.38346492985972,34.5940781563126,1000,0,1730,4.34203420260783,34.6240421263791,0.132193981945837,0.132193981945837,263.300762286861,0.000000000001,2120.51556086488,2284.35350921407,9.14938699708132,7.74337040228662,0.607538253489886,11.8500971686975,1.00803436057096
OC473_m10_n1,OC473,2011,8,19,N,10,1,10.01,17,43.0242,-47.7695,231.917627,2201.383,230,1099.1,800.1,995,4.08570588235295,34.8870553633218,1000,800,1730,4.10289353233831,34.923115920398,0.0225293532338308,0.0225293532338308,263.955800995025,0.000000000001,2138.19372633571,2309.22376805651,12.6675683733932,7.71678134561916,0.748626573485206,19.0001821459069,0.702558212461696
OC473_m10_n2,OC473,2011,8,19,N,10,2,10.02,17,43.0349,-47.7571,231.931053,2220.716,258,1116.5,599.9,799.5,4.44321678321678,34.919013986014,800,600,1730,4.46537860696517,34.9508925373134,0.0204268656716418,0.0204268656716418,257.095134328358,0.000000000001,2137.48187762455,2311.77101947291,11.6620279848235,7.71617039547108,0.778892350726589,16.3680184179984,0.522338356420503
OC473_m10_n3,OC473,2011,8,19,N,10,3,10.03,17,43.0449,-47.7449,231.94434,2239.85,272,1159.8,387.3,599.2,4.78475850340136,34.908962585034,600,400,1730,4.75961791044776,34.9431631840796,0.0235009950248756,0.0235009950248756,253.829134328358,0.000000000001,2149.464996832,2309.83898891795,11.9008404839001,7.71180203243335,0.791305146740065,16.3499601822712,1.0474885380117
OC473_m10_n4,OC473,2011,8,19,N,10,4,10.04,17,43.0569,-47.7317,231.957998,2259.517,293,1240.5,201.6,387,4.67852229299363,34.7356592356688,400,200,1730,4.72852835820896,34.7558447761194,0.0271731343283582,0.0271731343283582,244.569776119403,0.000000000001,2150.95329429199,2301.79481236785,12.2173356593666,7.69122824943183,0.798769159647312,15.7279347342367,1.26847675438597
